Name,ID,Event Start Date,Event End Date,Registration End date,Registration status,Event Url,Event Description,Team Size,Name of the Website,Idea Phase Start Date,Idea Phase End Date
Kurinji Hacks,14133,"Feb 11, 2022","Feb 13, 2022",,upcoming,https://kurinji-hacks.devpost.com/,"Kurinji Hacks is a virtually conducted hackathon by Superposition Chennai open for all girls and non-binary students around the globe. The event aims to encourage female and non-binary individuals to delve into the exhilarating world of CS for social good and marvel at a generation of future-minded geniuses, providing them with a platform to express their creativity and skill. 
Our team is passionate about offering attendees a safe, welcoming, and supportive environment to experiment with technology. Not only do we wish to promote creativity in the projects that the attendees will create, we also wish that the girls will be able to learn and have fun. Additionally, we want to generate a larger interest and help more girls and non-binary folks learn and thrive in technology-related fields. This event is free and is organized digitally.",N/A,Devpost,,
Yale CBIT Healthcare Hackathon,14413,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://cbit-healthcare-hackathon.devpost.com/,"Yale CBIT 2022 Healthcare Hackathon
2022 THEME: CARE ACCESS
5 Tracks: 
Telemedicine
Access to Information
Access to Diagnostics
Care at Home
Inequities in Access
 
What is our Hackathon about?
A healthcare hackathon is an event in which people with diverse perspectives such as clinicians, engineers, designers, software developers, business people, and patients come together in an intense, fun-filled, three-day weekend to develop and build solutions that could address challenges facing healthcare today. Participants will form teams, collaborate within a limited time frame, and focus on a specific problem or idea in healthcare to come up with innovative ideas and solutions.",N/A,Devpost,,
HSS Hacks,13642,"Mar 04, 2022","Mar 06, 2022",,upcoming,https://hss-hacks.devpost.com/,"HSS Hacks is a hybrid 48 hour hackathon made to inspire the future generation of developers. Students of all backgrounds and skill levels interested in coding are welcome to attend this hackathon. It will be taking place on Marh 4th to March 6th, both online, and also in-person in Vancouver.
In many hackathons, projects are judged based on their design and the impressiveness of the project. In HSS Hacks we try to put more value on the idea, the practicality, and the functionality of your projects. 
Website: Currently under construction :)
Mentorship application: https://forms.gle/3ucpD5QRvtpXQEMQ6
Judging Application: https://forms.gle/rMvvSnGbTxT61PPf9
Event/Workshop Application: https://forms.gle/diwDoN3oqmDipeZB6",N/A,Devpost,,
TechTogether Atlanta,14403,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://techtogether-atlanta-22.devpost.com/,"Lights, camera, hacktion! We are excited to welcome you to TechTogether Atlanta, which will take place virtually from January 28 - 30th, 2022. At TechTogether Atlanta, our mission is to empower all people of marginalized genders by providing opportunities to gain valuable skills and explore tech in an inclusive, inspiring, and engaging environment.
In order to partake in this hackathon, please register on Eventbrite. 
Did you know that last year TechTogether hackathons had an average 98% recommendation rating? TechTogether's hackathon season is brought to you by Microsoft, Robinhood, Capital One, Balsamiq, Boston University, and BU Spark!.TechTogether Atlanta is brought to you by Cox Automotive.",N/A,Devpost,,
Blue-Cloud Hackathon,14351,"Feb 07, 2022","Feb 08, 2022",,upcoming,https://blue-cloud-hackathon.devpost.com/,"Welcome to the Blue-Cloud Hackathon! 
The Blue-Cloud Hackathon is an open invitation to marine scientists & researchers, data scientists, ICT experts, innovators, students, and anyone who is passionate about the Ocean to explore and test Blue-Cloud: A new, Open Science platform for the marine domain offering a wealth of data, analytical tools and computing power to support you in developing solutions for a safe, healthy, productive, predictive and transparent Ocean.
Participants will be challenged to develop applications that contribute to improving knowledge of marine ecosystems; support the transition to a greener, blue economy; advance Ocean literacy; and/or enhance international collaboration towards achieving the Sustainable Development Goals (SDGs) of the United Nations Agenda 2030.",N/A,Devpost,,
JSC Hack 2021,13281,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://jsc-hack2021.devpost.com/,"At JSC Hack, teams spend the weekend working on innovative software and hardware solutions to real-world problems in a community full of mentorship.
We'll provide you with all the resources and mentors you need to work on something cool. You'll have the freedom to create a product, learn new skills or just have fun working on a project with friends.
This year’s hackathon will be hosted at The Ion with lots of workshops, events, and interactive competitions to help create an engaging atmosphere.",N/A,Devpost,,
QHacks 2022,14500,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://qhacks-2022.devpost.com/,"The Official Hackathon of Queen's University
We’re bringing together students from all over North America for a wild 36 hours - designing, developing, demoing, game-playing, and yoga-doing from our home base at Queen’s University. Whether you’re a first-timer or a seasoned veteran, QHacks has something to satisfy your interests! This weekend is about inclusiveness for all disciplines - students from any level of skill, from any field of study, are encouraged to bring their innovative ideas for a weekend of virtual problem-solving! The only prerequisites for this weekend are a love for tech and drive to learn! We can't wait to see you there!
Only participants who have been accepted and confirmed their spots through the application portal on QHacks website are permitted to submit their projects through Devpost.",N/A,Devpost,,
Shooting Stars All Girls Hackathon,14490,"Feb 19, 2022","Feb 20, 2022",,upcoming,https://ssf-all-girls-hackathon.devpost.com/,"Let's Code
Shooting Stars Foundation is back again with another All Girls Hackathon. It will be held virtually from Feb 19-20, 2022, and is conducted with the mission of supporting young girls interested in computer science.
No matter what your experience in coding is, we're here to help. Throughout the hackathon, mentors will be there to help with everything from ideation to development to submission.
Please visit our website to learn more and register. Please note that you must fill out this form in order to participate in the hackathon - don't wait because spots are limited!",N/A,Devpost,,
AR Theater Hackathon,14209,"Aug 05, 2022","Aug 07, 2022",,upcoming,https://theaterhackathon.devpost.com/,"In our AR Theater Hackathon, we will tackle the problem of multilingualism in live events. Similar to the Babelfish, we want to enable individualized translation for the audience through AR glasses. The use case (individualized translation for viewers) can be found repeatedly (theater, opera, lectures, congresses, fairs, concerts) is becoming increasingly critical with the increasing degree of internationalization. 
We are hosting our hybrid hackathon on December 11th - 12th, 2021, in person at Göttingen, Germany, and virtual for all how can not come in person.
We will have our event under 2G+ that means that you can participate in person at the event when you are fully vaccinated or recovered and you were tested negative for Corona in the last 24h.",N/A,Devpost,,
GunnHacks 8.0,14176,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://gunnhacks8.devpost.com/,"Welcome to GunnHacks 8.0!
GunnHacks 8.0 is the eighth iteration of Gunn High School’s annual, student-run hackathon. Join us from February 5-6th for a virtual, 24-hour high school hackathon.
We emphasize learning through doing, and welcome students regardless of programming experience. Mentors, workshops, activities, and swag will be provided!
Register today at gunnhacks.com/register!
 
Rules:
Only high school students or below are eligible to participate. Only students located in the US are eligible to receive prizes.
Projects must be created in the designated 24-hour timeframe.
We do not tolerate harassment of any kind. We follow MLH's Code of Conduct and expect all participants to adhere to these rules.",N/A,Devpost,,
VC Hacks,13800,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://vc-hacks2021.devpost.com/,"Ventura College's First Virtual Hackathon!
Our mission is to create an environment where programmers can comfortably explore the various capabilities of programming. This 3-day hackathon will offer numerous resources for new programmers but is open to all levels. Tackle a project solo or with a maximum group of three, and enter to win prizes! Join the fun on January 28-30, 2022.
Sign up for our Devpost to be on our email list for event updates.",N/A,Devpost,,
TAMUhack 2022,14608,"Jan 29, 2022","Jan 30, 2022",,upcoming,https://tamuhack2022.devpost.com/,"For live updates, registration, day-of-event logistics, and more sponsor challenge information, please visit https://tamuhack.com/th
Channel your crazy ideas to reality, regardless of whether you are a first-time coder or have 20 years of Android development experience. TAMUhack is the place to think, try, break and create. Hang out with us this one weekend in the heart of Aggieland or virtually to find out the limits of your creativity. All types of projects are welcome, and we'll be providing support for anything you want to build!",N/A,Devpost,,
MakeMIT 2022,14493,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://makemit-2022.devpost.com/,"MakeMIT is back for its 9th year! Our event will be in a hybrid format this year and we are dedicated to creating an innovative and creative atmosphere geared towards those who are excited and passionate about designing and building. Hackers should have no problem making their dreams come true no matter how challenging the ideas may be! Apply at my.makemit.org by January 14th at 11:59 pm ET!
We will have in-person division for MIT students and a virtual division for students from other colleges. For in-person participants, the event will happen over one weekend (Feb 5-6) and for virtual participants, the event will happen over one week (Jan 29 - Feb 6).
For the virtual division, every team will submit a project proposal and a materials list by January 30th at 12:00 PM (noon). We will review these proposals and choose teams to advance to the build phase in which each team will be reimbursed up to $300 (subject to change) for materials and tools to build their project in the next few days. Projects will be judged virtually over Zoom on January 6th.
For the in-person division, teams will build their projects over the span of 24 hours (there will not be a separate design and build phase) using materials and equipment that will be provided at the venue. Projects will be judged in person on February 6th.",N/A,Devpost,,
Hack the Inevitable - Catalyze Web3,14529,"Feb 25, 2022","Feb 27, 2022",,upcoming,https://hack-the-inevitable.devpost.com/,"HACK THE INEVITABLE - FEBRUARY 25TH 6:00 PM MDT - FEBRUARY 27TH 10:00 AM MDT
A weekend-long hackathon starting on Friday, February 25th at 6:00 pm and running through Sunday, February 27th at 10:00 am. 
Participate virtually from anywhere in the world!
Quality challenges in a variety of areas from high-profile companies in the blockchain data ownership & encryption, self-sovereignty, and crypto adoption.
Hosted by:
Project Catalyst
In association with:
IPwe and Open Meta Foundation",N/A,Devpost,,
Future Hacks Four 2022,14069,"Apr 08, 2022","Apr 10, 2022",,upcoming,https://futurehacks4.devpost.com/,"Welcome to Future Hacks Four 2022! Future Hacks is a free online coding competition where teams of up to 4 people create a project that they will present to a panel of judges for a chance to win cool prizes. This is THE event for 7-18 years old students to attend! FutureHacks will let you apply your skills to real-world problems as well as collaborate with many like-minded individuals too! FutureHacks is focused on bringing the best experience to you as a programmer, computer scientist, and problem solver! Don’t know much programming but still want to attend? Don’t worry! We will have fun and engaging coding workshops that teach the basics of programming. For more information, check out our website: futurehacks.net. If you have signed up for the competition, please follow the hackathon guide: https://futurehacks.net/guide.
The Theme
Technology has enabled the creation of various meaningful connections that would have been impossible before. Nowadays, people can use technology to more efficiently and effectively communicate with people in other countries online. Create a game or program that exemplifies this connectedness between people in different countries via technology, or create a game or program that demonstrates how someone could be a better global citizen.",N/A,Devpost,,
Hard of Hearing Hackathon,14398,"Feb 07, 2022","Mar 05, 2022",,upcoming,https://hard-of-hearing-hackathon.devpost.com/,"So much of our day-to-day lives rely on audio. From entertainment to healthcare, to communication, and increasingly so in remote working environments, we turn to sound technology to connect us. But imagine trying to conduct a Zoom call, access TeleHealth services, or tap into a Clubhouse conversation without the ability to hear. 
The World Health Organization predicts that by 2020, nearly 2.5 billion people will have some degree of hearing loss. The rapidly growing hard-of-hearing community encounters accessibility issues today – issues that Tech can address.
 
About Girls in Tech
Girls in Tech empowers women to tackle global issues using tech skills. We’re passionate about building equal and inclusive experiences that bring people together. We invite you to join us in developing much-needed tech solutions for the hard-of-hearing community. Whether you’re a web developer, a designer, a product developer, an engineer, a strategist, or anyone with ideas – we need your input.
 
PRODUCT CHALLENGE IDEAS
Here are some ideas for solutions you could help develop:


Communication: Technology that transcribes or adds subtitles to virtual collaboration tools like Zoom or phone calls.




Healthcare: Solutions to enable hard-of-hearing people to access in-person or TeleHealth services without sign language translation.


Wellbeing and fitness: Apps linking hearing aid devices to health technology like heart rate monitoring, step counting, workouts, or meditation practices.


Emergency access: Ways to connect with emergency services in a nonverbal way.


Culture and entertainment: Ways to make audio-based apps (Spotify, Clubhouse, Netflix) accessible to the hard-of-hearing.


 
HACKATHON SCHEDULE:



 
Team Formation + Build Period
Judging




Sprint
February 7 - March 4
March 7 - April 1



HOW TO PARTICIPATE:



Step
Topic
Main content




# 1
Registration
In Devpost, click the “Register” button and create an account.


# 2
Join Slack Workspace
Join the Slack Workspace: Girls in Tech Hard of Hearing Hackathon and introduce yourself in the #general channel! 


# 3
Recruit team members

Head over to the participants’ page to indicate whether you’re working alone, looking for teammates, or already have a team. You can also post in the #find-teammates Slack channel if you’re still looking for more team members or are trying to join an existing project.




# 4
Create a team channel in Slack
Feel free to create your channel in Slack and invite all of your team members to it.


# 5
Review rules and challenges
Review the rules and guidelines on Devpost and challenge project ideas: Girls in Tech Hard of Hearing Hackathon



# 6
Prototype, build, and test!
Work on your challenge project and submit via Devpost. It is highly recommended to use Slack to reach out to your team members


# 7
Submit!
Submit your completed project by the Sprint deadline of March 4, 2022




 
PRIZES FOR ALL PARTICIPANTS: 
To receive these prizes, you must submit your completed project to the Girls in Tech Hackathon Devpost by March 4, 2022.",N/A,Devpost,,
"Cue Sheet Palooza Music Hackathon - Toronto, Canada",13608,"Apr 09, 2022","Apr 10, 2022",,upcoming,https://cue-sheet-palooza.devpost.com/,"The Cue Sheet Palooza Hackathon will explore ways music creators and stakeholders can get paid their screen-based performance rights royalties faster and more precisely. We’re investigating the challenges they face throughout the Performing Rights royalty pipeline, and kickstarting innovations that will expedite a more accurate payment of performance rights royalties.
So —  we’re inviting software developers to rethink and redefine how all the relevant data is collected and processed. Hackers, creators, designers, and coders will collaborate and compete using AI, XR, blockchain, data analytics, and other state-of-the-art technologies — with guidance from our group of industry mentors — to build a prototype for a simpler,  more effective platform around cue sheets and artist payments. 
Our goal is to free up a music creator's time to make music — and not spend hours on administrative work in order to get paid.  After the marathon 24-hour session, a panel of industry judges will choose the winning teams, who will be awarded cash and sponsor prizes. The Cue Sheet Palooza Hackathon is set for Saturday and Sunday, April 9-10, 2022 in-person in Toronto, Canada. Exact location to be announced.
 
 
Mentors: 
• Mathew Sherman, Technologist/media and entertainment industry professional at BellMedia
• Toby Sheriff, Composer/software developer 
• Catherine Moore, University of Toronto Music + Digital Media Professor 
• Justin Gray, Songwriter/Producer and Founder of MDIIO.com
• Barnaby Marshall, Chief Technology Officer, Slaight Music
• Ryan Maule, VP, Strategy and Operations at MDIIO
• Tobi Akinwumi, Manager - Product Management, Member Digital Products at SOCAN
• Brian Pickett, Composer / Producer / Partner, Voodoo Highway
 
Do you have an API or SDK that the teams could use to build their projects? f you are interested in being an API Partner or sponsor, please email HackathonVentures@gmail.com with the subject line Cue Sheet Hackathon.",N/A,Devpost,,
TechTogether Miami,14418,"Feb 11, 2022","Feb 13, 2022",,upcoming,https://techtogether-miami.devpost.com/,"Join us this February as we revive Retro Miami with our virtual hackathon, TechTogether Miami! At TechTogether Miami, our mission is to empower all people of marginalized genders by providing opportunities to gain valuable skills and explore tech in an inclusive, inspiring, and engaging environment.
In order to partake in this hackathon, please register on Eventbrite. 
Did you know that last year TechTogether hackathons had an average 98% recommendation rating? TechTogether's hackathon season is brought to you by Microsoft, Robinhood, Capital One, Balsamiq, Boston University, and BU Spark!",N/A,Devpost,,
HackBU 2022,14563,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://hackbu2022.devpost.com/,"HackBU brings together around 350 collegiate students from across the Northeast to collaborate on innovative projects, discover new technologies, network with recruiters, and compete for prizes.",N/A,Devpost,,
TechTogether Chicago,14455,"Feb 25, 2022","Feb 27, 2022",,upcoming,https://techtogether-chicago.devpost.com/,"Why attend TechTogether Chicago's virtual hackathon?

Connect with early-talent recruiters at notable companies like Capital One and Robinhood at our career fair!
Develop and grow your skill-set with 24-hour access to mentorship.
Access to over 30+ technical and professional development workshops for hackers of all skill levels.
Build a project (optional) that will help your resume stand out.

Don't want to compete? Not sure if hackathons are for you?
Hackathons can be overwhelming. If you don't want to build a project at the event, you don't have to! You can just attend the workshops and fun activities. We even have a prize for the hacker that attends the most events during the hackathon.
Did you know that last year TechTogether hackathons had an average 98% recommendation rating?
Workshops Preview

Beginner's Guide to Hackathons
Introduction to Web Development: HTML & CSS
Resume Tips for Aspiring Software Engineers
...full schedule is coming soon!

TechTogether Seattle is a chapter of TechTogether, the nation's largest initiative to address the gender inequities in the hackathon community.
TechTogether is credited in part with increasing the representation of women and non-binary people in the hackathon community by 18% to 39% from 2019 to 2020. (Source: MLH 2020 State of the League Report)
To learn more about TechTogether, visit our website.
Visit the event website here: https://chicago.techtogether.io/ If you're interested in participaiting in TechTogether Chicago, please register on Devpost AND our eventbrite:
https://www.eventbrite.com/e/techtogether-chicago-tickets-210142210007
You will not be able to join unless you sign up for the Eventbrite as well!",N/A,Devpost,,
HackSC 2022,14575,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://hacksc-2022.devpost.com/,"This year, we’re focusing on issues relating to intersection and innovation. The four verticals are: earth's environment, entertainment, social impact, and the creator economy. We’re encouraging every participant to tackle the problems plaguing today’s world and innovate ideas around them.",N/A,Devpost,,
HooHacks 2022,14355,"Mar 26, 2022","Mar 27, 2022",,upcoming,https://hoohacks-2022.devpost.com/,"Welcome to HooHacks, the 9th annual, premier hackathon at the University of Virginia! You will have 24 hours (starting on March 26th at 12 PM and ending on March 27th at 12 PM) to ideate, construct, and showcase the product you build from scratch along with other developers, engineers, and designers. Learn. Build. Achieve.",N/A,Devpost,,
UofTHacks IX,14619,"Feb 04, 2022","Feb 06, 2022",,upcoming,https://uofthacks-ix.devpost.com/,"Welcome to UofTHacks IX, a 36-hour Virtual Hackathon. Whether you’re a beginner hacker or veteran, there is something for you here. We will have workshops and mentors to help you learn and grow, recruiters to help your professional development, and great prizes for the most impressive and creative hacks. We’d love it if you #celebratewithus!",N/A,Devpost,,
DeisHacks 2022,14612,"Feb 04, 2022","Feb 06, 2022",,upcoming,https://deishacks2022.devpost.com/,"About DeisHacks
 
 
   
 
 
 Welcome to Deishacks! To learn more about our non-profit partners and register head to: http://deishacks.com/
 
   
   
 Hosted by the Brandeis MakerLab partnered with the Brandeis International Business School, this year's 'Deis Hacks is a 48-hour design competition targeted at real world solutions. 
 
 
   
 
 
 This social design challenge focused on disequity sources our hack-challenges from the 15 not for profits and social enterprise organizations local to Waltham. Instead of having a single hackathon challenge, this event's theme will fuse design thinking, digital fabrication & social impact to work on real world solutions for non-profit companies. Each hackathon team will chose a design challenge from Waltham's diverse non-profit community they find compelling to focus on. 
 
 
   
 
 
 Welcome to #deisHacks 
 
 
   
   
 
 
Why DeisHacks?
 
 
   
 
 
 Our hacks are identied by 15 local non-prot organizations in which Brandeis students serve as non-voting Board Fellows. 
 
 
 A hackathon is typically a technology-focused event, however we’ve looked beyond computer science enthusiasts, integrating students of all majors, to help serve local non-prot needs. 
 
 
   
   
 
 
Community Impact
 
 
   
 
 
 Last year’s winning hack was a multi-language text app to bridge the Waltham Boy’s and Girl’s club’s challenge of low participation rates amongst non-english speakers. Because Brandeis Board fellows had prior knowledge of the club’s operations, the assigned hackathon team was able to identify the club’s diculty as language-barrier driven.",N/A,Devpost,,
HopperHacks 2022,14481,"Feb 12, 2022","Feb 13, 2022",,upcoming,https://hopperhacks2022.devpost.com/,"HopperHacks is a day-long, social good-focused hackathon to encourage students to make an impact on relevant issues that are facing societies around the world today, such as mental/physical health, education, and the environment, all by applying their technical skills. This hackathon is hosted by Stony Brook University's ACM-W chapter, Women in Computer Science (WiCS). WiCS's mission as an organization is to bridge the gap between women and men in computer science, and we work to extend that to all minority groups. Spring 2022 will be WiCS's 7th annual hackathon, and will be held both in-person at the Stony Brook Union Ballroom as well as online!
If you have any questions, please contact us at wics@cs.stonybrook.edu or check out our official website here.",N/A,Devpost,,
Vkonex AI Research Hackathon by Knowledge Partners IIT Patna & ICDSAI,14557,"Apr 20, 2022","Apr 22, 2022",,upcoming,https://vkonex-hackathon.devpost.com/,"Vkonex AI, in collaboration with IIT Patna, is organizing a hackathon in AI/ML, Bot Development, Web Development, App Development, Cyber Security, Drones, and Robotics. This hackathon is a blend of online virtual sessions and real-world programming challenges to provide a high-engagement learning experience and to help you gain some skills & experience needed in this tech world.
You will work on real-world problems from scratch to build robust programs that generate valuable business insights and predictions. Other than this, you can build anything you want.
This hackathon is specially designed for high-schoolers, undergraduates, and graduates to develop their careers in data science, AI, ML, app development, and web development. Take a giant career leap with this hackathon.
To participate, you should pay the ₹4000 fees per team, register in Devpost, and join the Discord server.
More amazing sponsors coming soon!!",N/A,Devpost,,
Philly Codefest 2022,14317,"Apr 04, 2022","Apr 09, 2022",,upcoming,https://philly-codefest-2022.devpost.com/,"Philly Codefest 2020 Theme: AI and Societal Impact
Presented by the College of Computing & Informatics (CCI), Philly Codefest is a free software and hardware hackathon in Philadelphia that encourages students and professionals from all experience levels and backgrounds to work together to develop innovative solutions to help solve real world challenges.
With no coding experience required, Philly Codefest is open to everyone, regardless of coding experience – just bring your creativity to Drexel CCI's annual hackathon! Attendees will form teams to work on projects, and then will present their final creations to a panel of judges – comprised of Drexel faculty, sponsors and respected members of the Philadelphia tech community – for a chance to win awesome prizes.
Philly Codefest's mission, to make the world a better place through technology, echoes CCI's commitment to forge and foster lasting relationships among students, professionals, tech leaders, start-ups and corporations. Drexel's annual hackathon leverages the already strong tech community in the Greater Philadelphia area to create one of the largest and most dynamic hackathons in the region.",N/A,Devpost,,
Helyx USA Hacks,14466,"Feb 03, 2022","Feb 10, 2022",,upcoming,https://helyx-usa-hacks.devpost.com/,"Helyx USA Hacks is a nationwide biology-based hackathon for high school students. We combined the exciting fields of biology with computer science, and we can't wait to see what our attendees make! 
Even though the Charlotte chapter of the Helyx Initiative is hosting this hackathon, we welcome everyone from the United States to submit!",N/A,Devpost,,
Hack the Education & Beyond,14527,"Feb 25, 2022","Feb 27, 2022",,upcoming,https://hack-the-education-beyond.devpost.com/,"In today's world, where hackathons are ever more for people with years of experience behind them; Hack the Education & Beyond is a competition designed to allow anyone, regardless of prior hackathon experience, to have a fair and fun shot at winning. With multiple workshops and multiple knowledgeable mentors on standby, we want our participants to succeed and gain the knowledge and experience necessary to progress in future hackathons and the programming world.",N/A,Devpost,,
Miami Hack Week ,14628,"Jan 23, 2022","Jan 27, 2022",,upcoming,https://mhw22.devpost.com/,Miami Hack Week is the world's first decentralized mega-hackathon.,N/A,Devpost,,
Cathacks VIII,14114,"Apr 08, 2022","Apr 10, 2022",,upcoming,https://uky-cathacks-viii.devpost.com/,"++++++++++++++++++++++++++++++++++++++++++++++++ +++ YOU MUST JOIN OUR DISCORD TO PARTICIPATE! +++ +++             →   https://discord.gg/apC6ZRY5Jv   ←          +++ ++++++++++++++++++++++++++++++++++++++++++++++++
Tentative Schedule:
http://acm.cs.uky.edu/cathacks/CatHacks-VIII-Schedule.pdf
You'll have 36-48 hours to explore new technologies, meet talented students, and network with innovative tech companies. We will have a programming competition, workshops, different activities, and more. The best part is that CatHacks is completely free!
Check-in starts at 5 PM EST on April 8th.
 
Eligibility:
Teams should be made up exclusively of students (or recent graduates within one year of having graduated).
Professionals are allowed to participate, but will not be eligible for prizes.",N/A,Devpost,,
National Innovators Summit | World Of Devs IND,14601,"Jan 26, 2022","Jan 30, 2022",,upcoming,https://national-innovators-summit.devpost.com/,"THE NATIONAL INNOVATORS SUMMIT 2021 | WORLD OF DEVS : INDIA
Welcome Hackers, we’re challenging high school students across India to create innovative solutions to solve problems big or small faced by people every day. This is a chance to showcase your creativity and bring out the innovator in you.
In this event, you will identify solutions to solve real-world problems and design, develop, and pitch a software or hardware project built from scratch over 4 Days.
We will provide you with the resources and mentorship needed to make this happen. Throughout the contest, we'll be hosting virtual workshops and office hours to answer technical questions and help you hone your ideas.
We hope you’ll use this event as an opportunity to sharpen your skills, network with other participants, and explore more into the world of hackathons. Register to join the challenge!",N/A,Devpost,,
Black Wings Hack 2022,14372,"Feb 04, 2022","Feb 06, 2022",,upcoming,https://black-wings-hack-2022-14372.devpost.com/,"Led by a group of Black college women, this hackathon will be a safe, inclusive environment open to any college women in tech majors. Students can choose to work on any project topic that excites them, but the overall theme is social good.  Attendees will enhance their skills with mentors from partner companies by working through problem statements and attending workshops. They will also have opportunities to learn more about your company culture and opportunities. If you’re looking for exposure to a widely diverse group of college women in tech, you won’t want to miss this event!",N/A,Devpost,,
Creatica 2022,14460,"Apr 29, 2022","May 01, 2022",,upcoming,https://creatica2022.devpost.com/,"Creatica is the first ethical tech hackathon in the United States! In 2022, Creatica will continue to be virtual and will focus on supporting women and non-binary individuals but is open to everyone from around the world. Creatica is a 2-day event that will equip students with the real technical skills and support network to hack together a project. As technological innovation shapes our future, we believe that it is imperative to get more diversity into tech spaces, and we see hackathons as a tool to do so. ‍
Students currently in high school and university of any level of coding experience are encouraged to join us and discover their potential as problem-solvers and tech leaders. Look forward to a weekend full of technical workshops, tech talks, mentorship, networking, and more! ‍",N/A,Devpost,,
Ideathon ,14618,"Jan 25, 2022","Jan 25, 2022",,upcoming,https://ideathon-vjit.devpost.com/,"Welcome to Official page of Ideathon, hosted by Google Developer Student Clubs, VJIT.
Ideathon is a 6-hour intensive, brainstorming event to help young talents generate fresh solutions to uplift the 17 Sustainable Goals given by the United Nations.
The event prepares the young talents to GDSC Solution Challenge where the ideas submitted during this ideathon will be converted to prototypes under the mentorship of GDSC Lead and GDSC Core Team and of course, by the mentors from Google upon futher advancement in the projects. (Read terms and conditions).
Ideathon Agenda:



PERIOD
BEGINS
ENDS




Ideathon 
January 25 at 12:00pm IST
January 25 at 6:00pm IST


Submissions
January 25 at 12:00pm IST
January 25 at 6:00pm IST


Public Voting
January 25 at 6:00pm IST
January 26 at 9:00am IST


Judging
January 26 at 9:00am IST
January 26 at 5:00pm IST


Winners Announced
January 27 at 9:00am IST",N/A,Devpost,,
Blueprint: Cities + Succession,14588,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://blueprint-cities-succession.devpost.com/,"Blueprint, is an urban ideation conference that will be virtually held on Saturday February 5th to 6th.  Participants will be able to learn from urban studies experts and industry experts (including app developers, architects, GIS experts, city planners, and more )and will compete in teams to design innovative, but feasible solutions to urban problems for the chance to win a $1500 seed grant to develop their solution.
 
Solutions or ""Blueprints"" can be anything (app proposal, building design, microfinance program, etc.) as long as your proposal can feasibly solve a specific urban issue.
No prior experience is required. 
Both graduate and undergraduate students can now register on our website:
blueprint.dukeconservationtech.com
Our event schedule is linked below:
https://drive.google.com/file/d/1VDkMsPjlSsbFbGSwrd10v3xvEAg2RvdC/view?usp=sharing",N/A,Devpost,,
SystemsHacks 2022: Quackathon,14553,"Feb 12, 2022","Feb 12, 2022",,upcoming,https://systemshacks-2022-quackathon.devpost.com/,"SystemsHacks is a 12-hour, beginner-friendly Hackathon run by the Software Systems Student Society. Many students from all over SFU have attended SystemsHacks in the past for the sense of community, technical experience, and prizes! SystemsHacks has occurred annually since 2017 and we are excited to bring you another virtual event. Everyone is welcome to apply here! 
This year's theme is Quackathon; create a project broadly duck-based that'll make the judges quack up! Create a duck mascot, identify ducks with AI, and more; you're only limited by your imagination! Think up new and innovative ways to insert a duck wherever into your project!",N/A,Devpost,,
Hack@CEWIT2022,14350,"Feb 18, 2022","Feb 20, 2022",,upcoming,https://hack-cewit2022.devpost.com/,"Calling All Hackers, Builders & Innovators,Hack@CEWIT is back at for it's sixth annual hackathon held virtually by the Center of Excellence in Wireless and Information Technology (CEWIT) at Stony Brook University! In partnership with our friends at Major League Hacking, this year's theme is Hacking Into The Metaverse.Join us virtually on February 18-20, 2022, to improve your skills, learn new programs, and meet fellow hackers and industry mentors while competing prizes!Interested in hacking, partnering, or have questions for our team? Visit hack.cewit.org or contact us at hack@cewit.org. See you at Hack@CEWIT!",N/A,Devpost,,
She Innovates 2022,14634,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://she-innovates-2022.devpost.com/,"The School of Computing and Information is hosting She Innovates, in partnership with the Big Idea Center and Women in Computer Science (WiCS).  She Innovates is a weekend hackathon celebrating women in tech! This event is open to ALL students – undergraduates and graduates – in the Greater Pittsburgh area with or without a computer science background! Come for a weekend filled with hacking, technical talks, mentorship, and fun!",N/A,Devpost,,
